restaurant_id,cuisines,primary_cuisine,aggregate_rating,price_range,average_cost_for_two,votes,popularity_score
18356784,beverages,beverages,3.3,1,400,11,0.3
8373,"american, fast food",american,2.6,2,500,87,0.3
308101,"north indian, street food",north indian,3.3,1,350,28,0.3
8840,"american, fast food, salad, healthy food",american,2.6,2,500,69,0.3
18228870,"tibetan, chinese",tibetan,3.2,1,350,41,0.3
7066,"chinese, thai",chinese,3.5,3,1100,120,0.3
305479,"burger, desserts, fast food",burger,3.5,2,600,107,0.3
8845,"ice cream, desserts",ice cream,3.5,1,400,33,0.3
7509,"finger food, north indian",finger food,3.8,3,1200,371,0.3
302715,"north indian, italian, chinese",north indian,2.4,3,1000,96,0.3
18241509,"cafe, tea",cafe,4.1,1,400,60,0.3
18277003,"chinese, north indian, fast food, italian",chinese,4.1,2,800,137,0.3
7547,"mughlai, north indian, chinese",mughlai,2.6,2,700,34,0.3
301236,"chinese, fast food",chinese,2.9,1,250,22,0.3
18082630,north indian,north indian,3.3,2,750,27,0.3
7548,"north indian, mughlai",north indian,3.6,2,600,62,0.3
310419,"bakery, desserts, fast food",bakery,3.5,1,350,57,0.3
4634,north indian,north indian,3.1,1,300,15,0.3
18228874,"north indian, fast food",north indian,3.1,2,700,17,0.3
18433904,bakery,bakery,3.2,1,400,10,0.3
312145,"fast food, burger",fast food,3.1,1,300,21,0.3
304585,"chinese, north indian",chinese,2.5,2,500,20,0.3
312916,street food,street food,3.1,1,150,7,0.3
313006,"north indian, mughlai",north indian,3.0,2,500,5,0.3
305861,ice cream,ice cream,3.2,1,150,7,0.3
9026,"north indian, mughlai",north indian,3.4,2,700,57,0.3
309178,"bakery, fast food",bakery,3.2,1,300,31,0.3
18249097,north indian,north indian,3.0,2,600,6,0.3
308880,"north indian, mughlai, fast food",north indian,2.9,2,550,8,0.3
18382113,mughlai,mughlai,3.0,2,500,4,0.3
18241861,"north indian, chinese, fast food",north indian,3.0,2,900,8,0.3
310162,"chinese, north indian",chinese,3.1,2,500,9,0.3
303589,"bakery, desserts",bakery,2.9,1,200,5,0.3
311459,"north indian, fast food",north indian,3.4,1,400,25,0.3
9053,street food,street food,3.8,1,100,85,0.3
312893,"north indian, chinese",north indian,3.5,2,500,53,0.3
18273640,fast food,fast food,3.7,1,200,39,0.3
308130,ice cream,ice cream,3.7,1,150,39,0.3
5663,"seafood, north indian",seafood,3.6,2,700,99,0.3
18247005,south indian,south indian,3.6,1,400,20,0.3
18449827,fast food,fast food,0.0,1,200,0,0.3
18342574,north indian,north indian,0.0,2,500,0,0.3
18391689,street food,street food,0.0,1,250,0,0.3
304573,"fast food, chinese",fast food,0.0,1,350,0,0.3
304586,north indian,north indian,0.0,1,200,2,0.3
18449629,"ice cream, desserts",ice cream,0.0,1,400,0,0.3
18451179,"chinese, fast food",chinese,0.0,1,300,0,0.3
18451158,"burger, pizza, fast food",burger,0.0,1,250,0,0.3
18451166,"chinese, fast food",chinese,0.0,1,250,0,0.3
18238245,"north indian, chinese",north indian,0.0,2,500,1,0.3
308110,north indian,north indian,0.0,1,400,0,0.3
312213,"north indian, chinese",north indian,0.0,2,600,3,0.3
18410370,street food,street food,0.0,1,100,0,0.3
18236975,north indian,north indian,0.0,2,500,0,0.3
18471517,"asian, north indian, mughlai",asian,0.0,2,700,1,0.3
304469,mithai,mithai,0.0,1,100,0,0.3
18451144,fast food,fast food,0.0,1,200,0,0.3
4084,fast food,fast food,2.9,1,200,4,0.3
310947,mithai,mithai,3.0,1,100,5,0.3
310989,bakery,bakery,2.9,1,200,5,0.3
18358295,fast food,fast food,3.0,1,300,4,0.3
18317756,"north indian, chinese",north indian,3.1,1,300,8,0.3
310936,"ice cream, desserts",ice cream,3.1,1,300,9,0.3
308796,"raw meats, north indian, fast food",raw meats,3.1,1,350,14,0.3
18460320,lebanese,lebanese,3.0,1,200,6,0.3
18241893,mughlai,mughlai,3.0,1,350,4,0.3
18363053,"north indian, south indian, chinese",north indian,3.0,1,400,4,0.3
310997,"south indian, chinese",south indian,2.7,1,450,11,0.3
6629,street food,street food,3.1,1,100,12,0.3
302685,"south indian, chinese, fast food, mithai",south indian,2.8,1,200,11,0.3
18241860,fast food,fast food,3.1,1,250,7,0.3
2920,fast food,fast food,3.1,1,200,10,0.3
18238281,beverages,beverages,3.1,1,150,6,0.3
18204485,"north indian, chinese",north indian,3.0,1,400,4,0.3
18126086,"north indian, chinese",north indian,3.1,2,500,8,0.3
9031,north indian,north indian,3.0,1,100,14,0.3
18254532,north indian,north indian,3.0,1,200,11,0.3
18380219,"chinese, north indian",chinese,3.1,2,700,5,0.3
18258473,chinese,chinese,2.6,1,250,6,0.3
303602,"chinese, tibetan",chinese,2.9,1,400,11,0.3
18396163,"north indian, mughlai",north indian,3.5,1,400,14,0.3
18485962,north indian,north indian,0.0,1,100,0,0.3
18421485,north indian,north indian,0.0,1,100,0,0.3
18363044,"mithai, street food",mithai,0.0,1,100,0,0.3
18424171,"north indian, chinese, south indian",north indian,0.0,1,300,0,0.3
18363051,"north indian, mughlai",north indian,0.0,1,400,1,0.3
18449788,north indian,north indian,0.0,1,200,3,0.3
18466410,street food,street food,0.0,1,50,0,0.3
18107851,bakery,bakery,0.0,1,300,1,0.3
18466408,north indian,north indian,0.0,1,400,0,0.3
18466400,north indian,north indian,0.0,1,300,0,0.3
18361765,north indian,north indian,0.0,1,200,0,0.3
18424169,"north indian, mughlai, chinese",north indian,0.0,2,700,1,0.3
18449653,north indian,north indian,0.0,1,100,0,0.3
18449786,north indian,north indian,0.0,1,100,0,0.3
18466675,north indian,north indian,0.0,1,200,0,0.3
18449647,fast food,fast food,0.0,1,300,0,0.3
18361779,north indian,north indian,0.0,1,100,0,0.3
18363048,chinese,chinese,0.0,1,200,1,0.3
310954,mughlai,mughlai,0.0,1,250,1,0.3
312413,north indian,north indian,0.0,1,200,0,0.3
18361767,north indian,north indian,0.0,1,150,0,0.3
18421473,chinese,chinese,0.0,1,300,1,0.3
310995,chinese,chinese,0.0,1,250,2,0.3
18421475,"north eastern, north indian, chinese",north eastern,0.0,1,150,1,0.3
18418268,north indian,north indian,0.0,1,100,1,0.3
18421459,"south indian, chinese",south indian,0.0,1,200,0,0.3
18361771,north indian,north indian,0.0,1,300,0,0.3
18241864,north indian,north indian,0.0,1,100,0,0.3
18449657,north indian,north indian,0.0,2,500,0,0.3
18396177,"italian, fast food",italian,0.0,1,350,0,0.3
18449639,"north indian, chinese",north indian,0.0,1,300,0,0.3
18357954,north indian,north indian,0.0,1,300,0,0.3
310965,north indian,north indian,0.0,1,150,2,0.3
18418278,north indian,north indian,0.0,1,100,1,0.3
18449664,north indian,north indian,0.0,1,200,0,0.3
18480435,fast food,fast food,0.0,1,100,3,0.3
311009,north indian,north indian,0.0,2,500,3,0.3
310988,"street food, north indian",street food,0.0,1,50,0,0.3
18421461,juices,juices,0.0,1,100,0,0.3
310952,fast food,fast food,0.0,1,50,0,0.3
18449667,north indian,north indian,0.0,1,200,0,0.3
18449661,north indian,north indian,0.0,1,100,0,0.3
18449643,"beverages, fast food",beverages,0.0,1,150,0,0.3
300791,fast food,fast food,0.0,1,200,1,0.3
300264,biryani,biryani,2.8,1,250,22,0.3
18425751,north indian,north indian,3.2,1,350,11,0.3
7388,"fast food, street food, chinese",fast food,2.9,1,250,8,0.3
311485,"raw meats, north indian, fast food",raw meats,2.9,1,350,10,0.3
2870,"chinese, fast food",chinese,3.3,1,400,86,0.3
18397908,"north eastern, north indian",north eastern,3.0,3,1000,6,0.3
312765,"chinese, north indian",chinese,3.2,2,500,12,0.3
5879,"north indian, mughlai, chinese",north indian,3.4,2,600,135,0.3
304621,"mithai, street food",mithai,3.3,1,200,16,0.3
18472788,cafe,cafe,2.9,2,500,4,0.3
309510,"fast food, pizza",fast food,2.9,1,350,10,0.3
300259,fast food,fast food,2.8,1,200,7,0.3
310430,"north indian, mughlai",north indian,2.8,2,700,17,0.3
300273,chinese,chinese,2.7,1,250,16,0.3
7393,"south indian, north indian, fast food",south indian,2.8,1,250,12,0.3
311451,"american, fast food, salad, healthy food",american,3.4,2,500,78,0.3
7240,chinese,chinese,2.9,1,400,20,0.3
300268,"north indian, chinese",north indian,2.7,2,650,66,0.3
310328,"chinese, thai",chinese,3.5,1,400,27,0.3
309471,"chinese, north indian",chinese,3.5,1,400,21,0.3
18383522,"bakery, desserts",bakery,3.7,2,550,21,0.3
18424615,"mithai, street food",mithai,0.0,1,100,1,0.3
18425758,"mithai, street food",mithai,0.0,1,150,2,0.3
18425178,"awadhi, mughlai",awadhi,0.0,1,100,0,0.3
18354994,"chinese, north indian",chinese,0.0,1,400,0,0.3
18146362,"continental, chinese, north indian",continental,0.0,1,400,3,0.3
18425175,chinese,chinese,0.0,1,300,0,0.3
18225831,bakery,bakery,0.0,1,300,3,0.3
18354988,"north indian, chinese",north indian,0.0,1,300,0,0.3
18425772,fast food,fast food,0.0,1,100,0,0.3
18354998,north indian,north indian,0.0,1,100,0,0.3
18354992,street food,street food,0.0,1,200,1,0.3
309509,chinese,chinese,0.0,1,300,1,0.3
18423905,north indian,north indian,0.0,1,200,0,0.3
18357566,"bakery, desserts",bakery,0.0,1,200,2,0.3
18425768,bakery,bakery,0.0,1,100,0,0.3
18025119,mughlai,mughlai,0.0,1,300,0,0.3
18472683,south indian,south indian,0.0,1,400,0,0.3
18425739,bakery,bakery,0.0,1,100,1,0.3
18468524,"chinese, continental, north indian",chinese,0.0,1,250,0,0.3
18354996,chinese,chinese,0.0,2,500,0,0.3
18229077,tibetan,tibetan,0.0,1,300,2,0.3
300275,"north indian, chinese",north indian,2.3,2,500,32,0.3
9251,north indian,north indian,2.9,1,150,4,0.3
18471235,north indian,north indian,0.0,1,250,0,0.3
306695,mithai,mithai,0.0,1,100,1,0.3
9281,mithai,mithai,0.0,1,200,1,0.3
18432222,"tibetan, chinese",tibetan,0.0,1,400,0,0.3
18471254,"north indian, fast food",north indian,0.0,1,200,0,0.3
18371414,"mughlai, north indian",mughlai,0.0,1,300,0,0.3
306678,mithai,mithai,0.0,1,100,0,0.3
18371416,"bakery, chinese",bakery,0.0,1,200,0,0.3
18361199,"mithai, south indian, street food",mithai,0.0,1,200,0,0.3
312620,"desserts, fast food",desserts,0.0,1,150,1,0.3
18432206,chinese,chinese,0.0,2,500,1,0.3
311394,bakery,bakery,0.0,1,250,2,0.3
18471270,"fast food, mughlai",fast food,0.0,1,350,0,0.3
313349,"north indian, chinese",north indian,0.0,1,400,3,0.3
18359302,"chinese, fast food",chinese,0.0,1,250,0,0.3
18352287,chinese,chinese,0.0,1,300,0,0.3
9262,"chinese, fast food",chinese,0.0,1,300,2,0.3
18469981,north indian,north indian,0.0,1,250,0,0.3
18349922,"north indian, chinese, south indian",north indian,0.0,1,400,1,0.3
18432214,mughlai,mughlai,0.0,1,400,0,0.3
310357,"south indian, fast food, north indian, chinese",south indian,0.0,1,250,2,0.3
18429155,"raw meats, north indian, fast food",raw meats,0.0,1,350,0,0.3
18471319,"bakery, chinese",bakery,0.0,1,250,0,0.3
18471263,"chinese, fast food, north indian",chinese,0.0,1,350,0,0.3
18432200,north indian,north indian,0.0,2,700,0,0.3
18430911,"chinese, fast food",chinese,0.0,1,300,0,0.3
18354672,north indian,north indian,0.0,1,150,0,0.3
18352275,chinese,chinese,0.0,1,250,0,0.3
303500,"mithai, street food",mithai,0.0,1,100,2,0.3
18431998,"fast food, north indian",fast food,0.0,1,200,0,0.3
18430900,bakery,bakery,0.0,1,400,0,0.3
18313125,"north indian, chinese, street food",north indian,0.0,1,200,0,0.3
18430579,chinese,chinese,0.0,1,300,0,0.3
8957,north indian,north indian,0.0,1,200,1,0.3
9635,"street food, south indian, mithai",street food,0.0,1,200,2,0.3
18352288,"fast food, south indian, mithai",fast food,0.0,1,400,0,0.3
18349914,"pizza, fast food, bakery",pizza,0.0,1,200,1,0.3
18430569,"north indian, mughlai",north indian,0.0,2,800,0,0.3
18361211,chinese,chinese,0.0,1,150,0,0.3
18471287,fast food,fast food,0.0,1,200,0,0.3
304393,north indian,north indian,0.0,1,250,2,0.3
18361217,north indian,north indian,0.0,1,250,0,0.3
5483,north indian,north indian,0.0,1,150,2,0.3
9271,north indian,north indian,0.0,1,50,0,0.3
304610,north indian,north indian,0.0,1,300,0,0.3
303537,"mithai, chinese",mithai,0.0,1,150,1,0.3
18430576,mughlai,mughlai,0.0,1,200,0,0.3
304405,"mithai, street food",mithai,0.0,1,100,0,0.3
18471313,mughlai,mughlai,0.0,1,300,0,0.3
306710,north indian,north indian,0.0,1,100,0,0.3
18430570,street food,street food,0.0,1,150,0,0.3
303497,north indian,north indian,0.0,1,150,0,0.3
18270343,"north indian, chinese, continental",north indian,0.0,2,600,1,0.3
18361200,"north indian, chinese",north indian,0.0,1,300,0,0.3
18261678,north indian,north indian,0.0,1,350,1,0.3
18317507,north indian,north indian,0.0,1,350,1,0.3
9269,north indian,north indian,0.0,1,400,2,0.3
18363067,mithai,mithai,0.0,1,200,1,0.3
18371421,chinese,chinese,0.0,1,150,1,0.3
304809,mithai,mithai,0.0,1,100,0,0.3
304769,"mithai, street food",mithai,0.0,1,100,1,0.3
304803,"mithai, street food",mithai,0.0,1,100,1,0.3
18261151,"north indian, chinese, mughlai",north indian,0.0,1,400,0,0.3
18464636,fast food,fast food,0.0,1,250,0,0.3
18017260,north indian,north indian,0.0,1,300,0,0.3
304753,"fast food, bakery",fast food,0.0,1,200,0,0.3
18464641,north indian,north indian,0.0,1,350,0,0.3
304822,"mithai, street food",mithai,0.0,1,100,0,0.3
18312665,north indian,north indian,0.0,2,650,0,0.3
9181,"bakery, pizza",bakery,0.0,1,100,0,0.3
18435332,"mithai, street food, north indian",mithai,0.0,1,450,0,0.3
18261710,"chinese, north indian",chinese,0.0,1,400,0,0.3
18312662,street food,street food,0.0,1,100,0,0.3
18322599,"north indian, south indian, chinese",north indian,0.0,1,350,0,0.3
9226,"bakery, desserts",bakery,0.0,1,100,0,0.3
18434072,"north indian, chinese",north indian,0.0,1,200,0,0.3
305699,north indian,north indian,0.0,1,100,0,0.3
9194,bakery,bakery,0.0,1,100,0,0.3
304888,"south indian, pizza, chinese",south indian,0.0,1,150,0,0.3
306177,north indian,north indian,0.0,1,200,0,0.3
18261708,"north indian, chinese",north indian,0.0,1,400,0,0.3
9173,mithai,mithai,0.0,1,100,0,0.3
304831,north indian,north indian,0.0,1,200,0,0.3
9176,north indian,north indian,0.0,1,100,1,0.3
18233572,"north indian, chinese",north indian,0.0,1,250,1,0.3
18464649,"chinese, bakery",chinese,0.0,1,300,0,0.3
18375389,"italian, fast food, south indian",italian,0.0,1,300,0,0.3
18466387,"street food, fast food",street food,0.0,1,250,0,0.3
304782,north indian,north indian,0.0,1,150,0,0.3
18261719,"south indian, north indian, chinese",south indian,0.0,1,350,0,0.3
18466389,biryani,biryani,0.0,1,250,0,0.3
18378051,north indian,north indian,0.0,1,350,0,0.3
7484,north indian,north indian,0.0,1,150,1,0.3
18464634,"chinese, fast food",chinese,0.0,1,250,0,0.3
18464647,"fast food, north indian",fast food,0.0,1,200,0,0.3
18371391,street food,street food,0.0,1,100,0,0.3
18017240,north indian,north indian,0.0,1,200,1,0.3
18464640,pizza,pizza,0.0,1,350,0,0.3
18261161,"north indian, mughlai",north indian,0.0,1,400,0,0.3
18464638,"north indian, fast food",north indian,0.0,1,300,0,0.3
302694,mithai,mithai,3.0,1,150,8,0.3
18358184,"north indian, mughlai",north indian,3.4,2,500,23,0.3
8715,"south indian, street food, desserts",south indian,3.0,1,200,7,0.3
641,cafe,cafe,2.6,1,450,23,0.5939849624060151
308033,chinese,chinese,2.9,1,300,4,0.3
307099,"desserts, bakery",desserts,3.2,1,150,15,0.3
18312575,"south indian, north indian",south indian,3.0,2,500,4,0.3
18312652,"north indian, south indian, chinese",north indian,3.1,1,350,13,0.3
310666,"chinese, north indian",chinese,2.8,2,750,8,0.3
7434,"desserts, ice cream, fast food",desserts,3.0,1,200,7,0.3
305859,bakery,bakery,3.0,1,200,4,0.3
308037,"raw meats, north indian, fast food",raw meats,3.2,1,350,16,0.3
18435837,fast food,fast food,3.2,1,300,10,0.3
18441658,street food,street food,3.4,1,150,13,0.3
558,"north indian, chinese, fast food",north indian,2.8,2,900,12,0.7894736842105263
300485,north indian,north indian,2.8,1,250,12,0.3
7416,north indian,north indian,3.3,1,150,30,0.3
301927,north indian,north indian,3.1,1,100,10,0.3
18288199,"continental, european, north indian",continental,3.1,3,1100,15,0.3
301931,south indian,south indian,2.8,1,150,12,0.3
311385,"chinese, north indian",chinese,2.6,2,600,32,0.3
18175322,"north indian, mughlai",north indian,3.0,1,120,7,0.3
7419,north indian,north indian,2.8,1,200,20,0.3
9280,desserts,desserts,3.1,1,150,21,0.3
18241874,"north indian, mughlai, awadhi",north indian,3.2,1,350,14,0.3
303250,"fast food, north indian",fast food,2.8,1,300,14,0.3
313163,"bakery, desserts",bakery,0.0,1,200,0,0.3
18398504,mithai,mithai,0.0,1,100,0,0.3
301932,"desserts, street food",desserts,0.0,1,200,1,0.3
18312572,north indian,north indian,0.0,1,200,0,0.3
18371399,"bengali, chinese",bengali,0.0,1,150,0,0.3
18431177,biryani,biryani,0.0,1,200,0,0.3
18371405,"fast food, chinese",fast food,0.0,1,150,0,0.3
312926,chinese,chinese,0.0,1,300,1,0.3
18349241,north indian,north indian,0.0,1,200,0,0.3
18431181,chinese,chinese,0.0,1,300,0,0.3
18431187,chinese,chinese,0.0,1,400,0,0.3
18393288,"raw meats, fast food",raw meats,0.0,1,300,0,0.3
8718,"fast food, desserts",fast food,0.0,1,150,2,0.3
18462571,"chinese, fast food",chinese,0.0,1,200,0,0.3
18460302,north indian,north indian,0.0,1,300,0,0.3
18431183,north indian,north indian,0.0,1,250,1,0.3
301925,north indian,north indian,0.0,1,100,1,0.3
301885,north indian,north indian,0.0,1,300,3,0.3
18295497,"mithai, street food",mithai,0.0,1,100,2,0.3
18460299,chinese,chinese,0.0,1,300,0,0.3
1973,"north indian, fast food",north indian,0.0,2,600,2,0.3
18369770,chinese,chinese,0.0,1,150,0,0.3
312848,north indian,north indian,0.0,1,250,0,0.3
18474850,"raw meats, fast food, north indian",raw meats,0.0,1,150,0,0.3
18429186,mughlai,mughlai,0.0,1,250,0,0.3
18312656,chinese,chinese,0.0,1,250,2,0.3
18416741,fast food,fast food,0.0,1,300,0,0.3
18425182,"chinese, fast food",chinese,0.0,1,350,1,0.3
18464625,"chinese, north eastern",chinese,0.0,1,350,0,0.3
18435330,fast food,fast food,0.0,1,250,0,0.3
18435326,"chinese, fast food, bakery",chinese,0.0,2,500,0,0.3
18464648,"chinese, north indian",chinese,0.0,1,300,0,0.3
18464629,"chinese, north indian",chinese,0.0,1,300,0,0.3
18435322,fast food,fast food,0.0,1,450,0,0.3
18014151,"north indian, chinese, south indian",north indian,0.0,2,500,0,0.3
18375378,"north indian, south indian",north indian,0.0,1,400,0,0.3
310408,"north indian, mughlai",north indian,2.7,1,400,38,0.3
1185,"american, tex-mex, italian, mexican, north indian",american,2.8,3,1900,105,0.3
5536,north indian,north indian,2.8,1,150,11,0.3
18393213,"mithai, north indian, street food, chinese, south indian, indian",mithai,2.9,1,450,4,0.3
308336,cafe,cafe,3.1,1,450,13,0.3
637,cafe,cafe,3.0,1,450,38,0.6917293233082706
313159,"ice cream, beverages, fast food",ice cream,3.2,1,300,9,0.3
3608,"pizza, fast food",pizza,3.0,2,700,71,0.3
3636,"north indian, street food",north indian,3.0,1,150,12,0.3
312790,north indian,north indian,3.1,1,200,8,0.3
5537,"north indian, street food, fast food",north indian,3.1,1,250,14,0.3
308347,north indian,north indian,3.2,1,200,14,0.3
2602,"south indian, chinese",south indian,3.1,1,250,11,0.3
3638,"north indian, chinese",north indian,3.0,1,250,27,0.3
18017281,"north indian, south indian, fast food",north indian,3.4,1,400,29,0.3
3607,south indian,south indian,2.5,1,450,94,0.3
3069,"north indian, chinese",north indian,3.1,3,1000,14,0.3
18268390,"finger food, italian, middle eastern",finger food,3.7,4,4700,142,0.3
196,"fast food, burger",fast food,3.7,2,500,177,0.8345864661654135
5487,north indian,north indian,3.9,1,200,104,0.3
308331,"italian, pizza, fast food",italian,3.6,2,800,103,0.3
18126080,"south indian, north indian, chinese",south indian,3.6,2,800,58,0.3
148,"american, fast food, salad, healthy food",american,3.6,2,500,142,0.706766917293233
18412898,mughlai,mughlai,0.0,1,250,2,0.3
5528,north indian,north indian,0.0,1,150,1,0.3
17953929,"north indian, fast food",north indian,0.0,2,550,1,0.3
18355121,north indian,north indian,0.0,1,400,0,0.3
9210,north indian,north indian,0.0,1,200,1,0.3
2703,north indian,north indian,0.0,1,400,1,0.3
18478963,north indian,north indian,0.0,1,200,0,0.3
2232,"north indian, mughlai",north indian,2.4,3,1000,184,0.3
2775,"bengali, seafood",bengali,4.4,3,1400,1293,0.3
311623,finger food,finger food,2.8,3,1800,21,0.3
311077,north indian,north indian,3.1,1,300,110,0.3
492,"north indian, south indian, fast food, street food, chinese, beverages, desserts, mithai",north indian,3.4,2,550,89,0.8120300751879699
304030,cafe,cafe,3.3,1,450,32,0.3
18366028,"fast food, italian, pizza",fast food,3.4,2,500,42,0.3
18168143,desserts,desserts,3.3,1,300,32,0.3
18294246,"north indian, fast food",north indian,3.4,1,450,24,0.3
2370,"south indian, chinese",south indian,2.8,1,300,23,0.3
3893,"pizza, fast food",pizza,3.4,2,700,85,0.3
5366,"north indian, mughlai",north indian,2.9,2,550,45,0.3
18037828,"fast food, beverages",fast food,3.4,1,300,80,0.3
2377,"north indian, south indian, fast food",north indian,2.7,1,300,66,0.3
18384151,"burger, fast food",burger,3.2,1,400,31,0.3
2966,"north indian, mughlai",north indian,2.7,3,1000,261,0.3
257,"italian, pizza, fast food",italian,3.3,3,1000,211,0.7969924812030075
2380,"north indian, fast food, chinese",north indian,3.4,1,350,84,0.3
18285222,fast food,fast food,3.4,1,450,49,0.3
309463,"north indian, chinese",north indian,3.4,2,500,80,0.3
18219550,"cafe, chinese",cafe,3.4,2,600,60,0.3
3230,"american, fast food, salad, healthy food",american,3.4,2,500,131,0.3
309542,"north indian, italian, chinese, thai",north indian,3.4,3,1400,391,0.3
2965,"fast food, chinese",fast food,3.9,1,350,813,0.3
3372,street food,street food,3.7,1,200,459,0.3
312223,"burger, fast food",burger,3.6,2,500,426,0.3
8828,cafe,cafe,3.5,1,450,50,0.3
2524,"fast food, chinese",fast food,3.6,1,350,69,0.3
18458640,fast food,fast food,3.8,1,300,22,0.3
2532,"ice cream, desserts",ice cream,3.6,1,400,87,0.3
5368,"fast food, north indian, beverages",fast food,3.8,1,400,201,0.3
18272383,"fast food, burger",fast food,3.6,1,450,139,0.3
18332018,chinese,chinese,3.8,1,400,121,0.3
18423901,"desserts, beverages",desserts,3.8,1,200,23,0.3
1969,"north indian, chinese",north indian,3.7,3,1200,151,0.3
18455548,chinese,chinese,3.8,1,450,29,0.3
310126,fast food,fast food,3.5,1,400,82,0.3
5291,"north indian, chinese, street food",north indian,3.5,1,150,34,0.3
3522,"fast food, beverages",fast food,3.8,2,500,99,0.3
18345519,"fast food, beverages",fast food,3.9,1,400,155,0.3
305967,cafe,cafe,3.7,2,700,294,0.3
18432015,cafe,cafe,3.6,1,300,22,0.3
18204820,north indian,north indian,3.8,3,1400,457,0.3
18361244,bakery,bakery,3.5,1,250,13,0.3
9561,"north indian, chinese",north indian,4.1,3,1600,937,0.3
18466059,"fast food, beverages",fast food,4.0,2,500,20,0.3
18361780,"north indian, chinese, continental",north indian,4.2,3,1000,42,0.3
18208880,"cafe, tea",cafe,4.1,1,400,156,0.3
307620,"north indian, chinese, italian, mexican, lebanese",north indian,4.0,3,1650,537,0.3
302242,"north indian, chinese, italian, lebanese, mexican",north indian,4.0,3,1200,277,0.3
310348,"north indian, continental, chinese, fast food",north indian,2.7,4,2500,24,0.3
309680,"north indian, mughlai",north indian,2.9,2,700,8,0.3
1508,"bakery, desserts, fast food",bakery,3.2,1,350,88,0.3
18312565,"thai, chinese",thai,3.0,2,800,5,0.3
311553,"fast food, north indian",fast food,3.3,2,500,47,0.3
7720,"north indian, mughlai, chinese",north indian,3.3,2,650,62,0.3
308332,"north indian, fast food, chinese, mithai",north indian,2.7,1,400,16,0.3
306331,"bakery, desserts",bakery,2.9,2,700,4,0.3
18303863,"north indian, mughlai",north indian,2.7,2,600,15,0.3
212,"pizza, fast food",pizza,2.8,2,700,95,0.6466165413533834
304183,"north indian, south indian, chinese, mithai",north indian,2.8,1,350,14,0.3
1915,"mithai, street food",mithai,3.0,1,250,7,0.3
5901,"raw meats, north indian, fast food",raw meats,3.0,1,350,12,0.3
311824,"pizza, fast food",pizza,3.1,1,450,7,0.3
18376488,beverages,beverages,3.3,1,400,13,0.3
300013,north indian,north indian,2.9,2,500,9,0.3
181,"fast food, burger",fast food,3.4,2,500,127,0.8571428571428571
18277019,"north indian, chinese, fast food",north indian,3.1,2,550,10,0.3
7721,"north indian, mughlai",north indian,2.9,2,800,44,0.3
308334,"north indian, chinese",north indian,2.9,2,700,28,0.3
309675,"biryani, north indian",biryani,2.9,1,350,5,0.3
300020,"north indian, mughlai",north indian,2.9,2,550,6,0.3
7717,"south indian, chinese",south indian,2.7,1,200,14,0.3
303547,"biryani, mughlai",biryani,3.2,1,250,27,0.3
18228903,"chinese, japanese, thai",chinese,2.8,2,750,4,0.3
18428200,"bakery, desserts",bakery,3.0,2,600,8,0.3
18144480,"north indian, mughlai, chinese",north indian,2.8,2,800,21,0.3
302945,"kerala, biryani",kerala,3.6,1,400,129,0.3
18471283,"cafe, healthy food, continental",cafe,3.5,2,800,29,0.3
18337892,"north indian, mughlai, chinese",north indian,3.8,2,700,17,0.3
267,"italian, pizza, fast food",italian,3.9,2,800,189,0.6917293233082706
18424893,"sushi, asian",sushi,3.5,2,800,30,0.3
306526,"bakery, desserts",bakery,3.6,1,350,52,0.3
18133511,north indian,north indian,0.0,1,200,1,0.3
18456744,"turkish, arabian, moroccan, lebanese",turkish,0.0,1,400,0,0.3
303559,north indian,north indian,0.0,1,250,2,0.3
18352261,fast food,fast food,0.0,1,150,2,0.3
310692,bakery,bakery,0.0,1,300,2,0.3
18313141,cafe,cafe,0.0,1,450,2,0.3
312446,"bakery, desserts",bakery,0.0,1,300,1,0.3
18245296,"bakery, desserts",bakery,0.0,1,300,2,0.3
18254540,pizza,pizza,0.0,1,450,2,0.3
18354644,north indian,north indian,0.0,1,100,0,0.3
7684,north indian,north indian,0.0,1,100,3,0.3
18180047,"north indian, mughlai, chinese",north indian,0.0,2,700,2,0.3
18366586,"chinese, indian",chinese,0.0,2,500,1,0.3
112,"chinese, seafood, asian",chinese,4.2,3,1800,391,0.7819548872180451
1903,"cafe, italian, lebanese",cafe,3.2,3,1000,36,0.3
300710,mughlai,mughlai,3.4,1,300,38,0.3
308065,"north indian, fast food",north indian,2.9,1,350,10,0.3
18441549,bakery,bakery,3.1,1,350,7,0.3
3685,"north indian, mughlai",north indian,3.2,1,350,40,0.3
303599,"mughlai, biryani",mughlai,3.9,1,300,251,0.3
462,"mughlai, north indian",mughlai,3.7,2,800,360,0.6390977443609023
18474567,north indian,north indian,0.0,1,350,2,0.3
18434504,mughlai,mughlai,0.0,1,400,0,0.3
680,"fast food, north indian, south indian",fast food,2.2,1,350,251,0.8045112781954887
18222581,north indian,north indian,3.3,1,250,27,0.3
18432628,north indian,north indian,0.0,2,500,0,0.3
18357551,"chinese, south indian",chinese,0.0,1,300,0,0.3
18360900,north indian,north indian,0.0,1,300,0,0.3
18358168,"fast food, beverages",fast food,0.0,1,250,0,0.3
18472680,bakery,bakery,0.0,1,300,0,0.3
18409180,"fast food, north indian",fast food,0.0,1,300,0,0.3
